id,learner_id,left_at,leaving_reason,last_completed_step_at,last_completed_step,last_completed_week_number,last_completed_step_number
55515,798f378b-858d-44ac-a254-0846625dc7e9,2018-02-20 21:10:26 UTC,The course was too easy,2018-02-20 21:09:54 UTC,3.20,3,20
55544,757e2448-38b7-4335-a0e7-08bb53f2344d,2018-02-20 21:29:32 UTC,The course required more time than I realised,2018-02-20 21:28:07 UTC,2.18,2,18
56195,3270a349-5005-4bc7-aa0a-1b3d1f3bfce8,2018-02-21 11:05:29 UTC,I prefer not to say,,,,
56460,3a80e6d0-7634-4213-abd7-00b66c532a69,2018-02-21 15:37:40 UTC,The course required more time than I realised,,,,
56528,79ce8bf7-8d5e-4b2a-bc09-542be53d0267,2018-02-21 17:04:07 UTC,The course won’t help me reach my goals,2018-02-21 17:01:18 UTC,1.5,1,5
58252,f9da37fe-f254-4ab7-a2b1-373c860b2e4e,2018-02-23 12:44:04 UTC,Other,2018-02-22 13:04:30 UTC,1.19,1,19
59061,29c93030-c6ea-406a-9d31-d2c4ab20ec76,2018-02-24 12:59:10 UTC,The course won’t help me reach my goals,2018-02-19 13:03:47 UTC,1.2,1,2
59108,54faa8b2-c655-4c63-ab6b-86f528a2be37,2018-02-24 14:13:02 UTC,Other,2018-02-22 14:51:20 UTC,3.20,3,20
59310,3525a122-d068-446d-99c5-8f8f7468c0f2,2018-02-24 20:03:33 UTC,The course was too hard,,,,
59387,2818f3f1-648d-4ae1-89fe-af60da8ef2ea,2018-02-24 22:32:09 UTC,The course was too easy,2018-02-06 22:18:18 UTC,1.2,1,2
60362,3ee79efd-e1f9-49f1-af99-36d38a4f1931,2018-02-26 00:39:15 UTC,Other,,,,
63550,36025d73-6f7f-4a3f-8ebf-6794b82cb0a6,2018-02-28 11:36:36 UTC,Other,2018-02-27 16:26:20 UTC,3.19,3,19
63966,151fefbf-fafb-42fc-a5a6-1f9f08840031,2018-02-28 17:09:56 UTC,I don’t have enough time,2018-02-12 05:18:42 UTC,1.8,1,8
64546,144b1a9b-1d26-402d-ba5e-ebec424524e7,2018-03-01 03:39:40 UTC,The course required more time than I realised,,,,
64847,f603eba7-48d7-4e7f-ab7d-4b4527b0c124,2018-03-01 11:39:16 UTC,Other,,,,
65208,251e6e41-be2d-43d3-9e30-28434559284a,2018-03-01 16:58:51 UTC,Other,2018-02-27 18:01:43 UTC,3.20,3,20
65497,4b0086c6-ad26-4eaa-8d5d-2ccc42c15959,2018-03-01 23:59:54 UTC,I don’t have enough time,2018-03-01 23:53:42 UTC,1.4,1,4
66213,6d3f6c48-7844-4168-a73a-1e9c1a8493cf,2018-03-02 18:04:08 UTC,I prefer not to say,,,,
66953,cb41991c-813f-457d-9b1c-a69c42dc56bc,2018-03-03 13:49:15 UTC,Other,2018-03-02 12:59:24 UTC,3.20,3,20
67956,91c1c891-7640-423f-a41d-50c8de1260f6,2018-03-04 16:48:41 UTC,Other,,,,
69182,ed1c0579-5888-4a6e-8cc7-f9d745c0052a,2018-03-05 15:01:00 UTC,Other,2018-03-02 23:20:41 UTC,1.13,1,13
69316,331fb17d-9031-4fa0-951d-7ef515d54e9e,2018-03-05 15:57:42 UTC,Other,,,,
69437,9b877d8f-5ffb-48df-86b2-7e75df810bd1,2018-03-05 16:38:31 UTC,The course won’t help me reach my goals,,,,
69997,930d1909-cb41-436e-915b-09784273c18e,2018-03-05 21:07:01 UTC,The course wasn’t what I expected,2018-02-19 16:09:45 UTC,1.13,1,13
70010,21e23ee0-3339-4bce-8364-9f9fe34c10dc,2018-03-05 21:15:07 UTC,I don’t have enough time,,,,
70016,e1745b1f-7eb8-4305-a5ca-64f008d0d2f1,2018-03-05 21:23:12 UTC,I don’t have enough time,2018-03-05 21:20:52 UTC,3.11,3,11
70190,ebfe406e-c055-4a7d-886d-96b3e15905ce,2018-03-05 23:21:21 UTC,The course won’t help me reach my goals,,,,
70510,de5990b9-ada9-43ac-a461-102c96c23df7,2018-03-06 06:03:43 UTC,The course required more time than I realised,2018-03-05 07:30:11 UTC,2.10,2,10
71992,5ccba61f-bcad-4dd0-9514-8d3404c35ea0,2018-03-07 07:55:11 UTC,The course was too easy,2018-03-06 18:56:09 UTC,2.6,2,6
72009,31d97415-4ed9-4705-9385-a362dbb649ec,2018-03-07 08:27:15 UTC,Other,2018-03-06 11:04:46 UTC,3.20,3,20
72369,76153b5e-80df-4b4f-b4bb-9480f346f0df,2018-03-07 14:49:39 UTC,The course was too hard,2018-03-07 14:48:30 UTC,3.20,3,20
73694,c139e6a1-f66f-4870-a720-db8363562560,2018-03-08 16:51:21 UTC,The course won’t help me reach my goals,2018-03-08 16:50:57 UTC,3.20,3,20
73856,51c350ad-3ee8-47e8-a148-aef919ff83a6,2018-03-08 20:27:54 UTC,The course won’t help me reach my goals,,,,
74747,62d40f3f-79cf-4d26-8374-62c4929d01ce,2018-03-09 20:19:49 UTC,The course won’t help me reach my goals,2018-02-16 15:25:09 UTC,1.14,1,14
75185,6181fc90-dbd6-4ed2-a7c4-3caa55a2b604,2018-03-10 15:16:22 UTC,I don’t have enough time,2018-03-04 19:53:18 UTC,2.4,2,4
75804,d62d200b-76ac-4fc3-807d-27e74a014e4d,2018-03-11 11:01:09 UTC,Other,2018-03-11 10:59:51 UTC,3.20,3,20
75980,06534504-8d49-4aa8-9570-ad6b9b07a846,2018-03-11 15:03:55 UTC,Other,2018-03-03 16:49:40 UTC,3.20,3,20
76419,01b12f92-6da6-4d19-9caa-7c50d437a391,2018-03-12 01:18:24 UTC,The course won’t help me reach my goals,2018-03-09 01:08:06 UTC,3.10,3,10
76690,d1f53e00-4945-4ce1-b826-f1463b4919e8,2018-03-12 07:55:07 UTC,I don’t have enough time,2018-02-28 23:05:51 UTC,2.12,2,12
76838,85e63a69-35cb-4c0e-8f4e-c64b8fe952ae,2018-03-12 10:20:50 UTC,I don’t have enough time,,,,
77098,035c8a05-b3f7-49b9-9408-a74bd363a4af,2018-03-12 12:36:38 UTC,I prefer not to say,2018-03-12 12:35:14 UTC,2.8,2,8
77198,c5e3ed0a-9925-48fa-9f1e-ff18c41e9f0d,2018-03-12 14:13:28 UTC,Other,,,,
77717,cb606f96-99bc-4688-844b-64205ab08f13,2018-03-12 22:38:27 UTC,I prefer not to say,,,,
77955,174275c5-cdfd-4acb-867e-ca7a60becba2,2018-03-13 07:40:17 UTC,Other,2018-02-06 23:17:44 UTC,1.14,1,14
78063,1f22403d-24d0-4bb2-bb32-2c8b3ac30bbb,2018-03-13 10:50:20 UTC,Other,,,,
78200,532b41f3-e1ca-4f37-b420-41402eb166bb,2018-03-13 13:12:30 UTC,The course was too hard,,,,
78497,267be897-db6f-4748-b183-326f54ad6677,2018-03-13 17:39:55 UTC,I don’t have enough time,2018-02-17 19:40:03 UTC,1.14,1,14
78590,3b88b399-4bd1-4a05-ba0e-b9d25feb67c4,2018-03-13 19:01:21 UTC,I prefer not to say,,,,
78642,ca78042e-ba31-472f-8d58-2fca5a5cd995,2018-03-13 20:04:20 UTC,I don’t have enough time,2018-03-10 06:55:36 UTC,2.17,2,17
78960,d07516c0-6d4f-443b-a74a-638b851e6f27,2018-03-14 05:12:47 UTC,I prefer not to say,,,,
79187,8cc21755-7641-4c06-892b-bf00846ecccf,2018-03-14 09:54:45 UTC,Other,2018-03-11 11:50:31 UTC,1.13,1,13
79257,663452de-00d8-4c0d-b805-267970a92832,2018-03-14 11:11:27 UTC,The course wasn’t what I expected,2018-03-09 22:03:16 UTC,1.19,1,19
79501,4e18647d-ca19-414c-9fb6-ab7b04b57349,2018-03-14 15:01:43 UTC,The course required more time than I realised,2018-03-07 17:21:34 UTC,1.9,1,9
80038,f411190f-5ee8-4426-a75d-39aad0dbc9dd,2018-03-15 10:14:34 UTC,The course required more time than I realised,,,,
80111,c77994b4-d0db-438a-9092-86ded7487e93,2018-03-15 11:34:20 UTC,Other,,,,
80184,1ffbf603-f70b-4d1d-8cb9-209be58b7180,2018-03-15 12:57:50 UTC,I don’t have enough time,2018-03-05 15:41:51 UTC,1.2,1,2
80699,9a7fe686-b65c-42d0-8f5c-c33277f4ea03,2018-03-15 21:33:40 UTC,The course was too easy,2018-02-07 16:46:59 UTC,1.4,1,4
80983,a5667831-2a63-4406-9bd4-b4ee5bb8cfb5,2018-03-16 06:59:42 UTC,I don’t have enough time,2018-03-11 21:26:37 UTC,1.19,1,19
81188,1de83b88-5625-42ba-8251-6da5c933ba1f,2018-03-16 11:48:30 UTC,I don’t have enough time,,,,
81268,57f191e3-8285-4155-abb7-faa92705c6c3,2018-03-16 13:53:12 UTC,The course won’t help me reach my goals,2018-03-16 13:52:17 UTC,1.7,1,7
81729,f017d96e-e2db-4c0d-a586-4d2a3a2174bd,2018-03-17 09:16:13 UTC,Other,2018-02-24 13:45:02 UTC,3.20,3,20
81973,fee68e42-5788-4c7b-93ae-cacafa3c53b6,2018-03-17 15:41:53 UTC,The course was too easy,2018-03-03 17:46:43 UTC,1.12,1,12
82062,9b193413-fd25-442b-a95d-974d939ca7cb,2018-03-17 18:04:05 UTC,Other,2018-03-12 11:46:04 UTC,3.20,3,20
82149,86d97a50-8ce6-43ae-8c4c-dee110de2c0b,2018-03-17 20:35:45 UTC,The course was too hard,,,,
82172,54c0aefb-90d6-4c7d-8e6a-0ea58dd18235,2018-03-17 20:50:03 UTC,Other,,,,
82511,44714f8e-f493-403e-b85b-b940110a2ec7,2018-03-18 11:59:00 UTC,The course was too hard,,,,
82595,e2144e05-c9b6-44fb-858c-c21b4096a105,2018-03-18 13:50:47 UTC,The course was too hard,,,,
82708,38329f6f-807c-4020-bc75-11ad75896266,2018-03-18 16:37:03 UTC,The course wasn’t what I expected,2018-03-10 15:59:34 UTC,1.19,1,19
83767,b3084383-c5b7-46ae-8022-d8fc5a501200,2018-03-19 14:22:27 UTC,I don’t have enough time,,,,
84053,ae52d578-63d3-4aa5-827d-0d64b200dd21,2018-03-19 18:41:21 UTC,Other,,,,
84176,a06f9e02-a040-41e8-950a-f4176321a105,2018-03-19 20:53:39 UTC,Other,2018-02-10 23:10:48 UTC,1.2,1,2
84734,9939a38c-e823-4ff5-b66a-5e2d27740992,2018-03-20 11:20:42 UTC,The course was too hard,2018-03-03 14:54:02 UTC,3.20,3,20
84973,f4c1b1bd-38ac-46ab-8366-0a4192e55cd6,2018-03-20 14:01:35 UTC,The course was too hard,2018-02-12 12:01:40 UTC,1.1,1,1
86431,cf9f7326-ff26-4da1-b526-c47f9e7ef6a6,2018-03-21 14:57:26 UTC,Other,2018-03-19 16:54:25 UTC,3.20,3,20
86661,816847c6-be93-4d31-b5ec-5ad661890111,2018-03-21 19:29:09 UTC,Other,,,,
86958,485a3f1d-f71e-43be-ac13-5fa0e8e98c03,2018-03-22 05:22:08 UTC,The course won’t help me reach my goals,2018-03-22 05:17:12 UTC,3.20,3,20
87404,5f88eaa4-70de-46e4-ab0c-d30f7b7d468f,2018-03-22 14:13:54 UTC,Other,,,,
87644,4c5a73c0-c1a4-4fa8-ac87-5f9b71d2e6d0,2018-03-22 17:43:41 UTC,Other,,,,
87871,b5d35f13-82b2-4376-926f-ffa796c4f163,2018-03-22 23:06:37 UTC,The course was too hard,2018-03-12 18:50:53 UTC,1.7,1,7
88909,74191264-4952-4ae7-848a-dcb5bac9309f,2018-03-24 12:10:58 UTC,The course required more time than I realised,,,,
89030,2fe3f18b-a63c-4149-b7f7-3dd5087cd500,2018-03-24 15:56:35 UTC,I prefer not to say,2018-02-26 14:52:01 UTC,1.19,1,19
89748,ecfeec7d-b5a6-4218-8980-42db547d466b,2018-03-25 17:49:07 UTC,I prefer not to say,2018-03-20 22:09:00 UTC,1.3,1,3
90137,d2c97a41-5d01-4288-b9c5-a7f46dbe5e4b,2018-03-26 05:11:27 UTC,The course was too easy,2018-03-04 17:35:40 UTC,3.20,3,20
90970,21551a96-2c62-4649-9b10-afe7f61d1184,2018-03-26 14:51:40 UTC,I don’t have enough time,,,,
91181,406bf119-c470-408c-953f-0990f8b4c946,2018-03-26 17:21:28 UTC,The course was too hard,2018-03-26 10:25:31 UTC,1.1,1,1
91329,fa11cda3-d2cb-44f1-b3ed-e6f52c00bac7,2018-03-26 19:25:34 UTC,The course won’t help me reach my goals,2018-03-13 13:43:36 UTC,2.20,2,20
91483,351bf942-eb96-4bb9-9bc0-58b65f3b0723,2018-03-26 21:26:07 UTC,The course was too hard,2018-03-09 20:59:12 UTC,3.20,3,20
91562,f605eb94-981c-4e4b-bafa-17ca61606acb,2018-03-26 23:09:05 UTC,Other,2018-02-28 19:46:57 UTC,1.16,1,16
91663,2f5ec886-20c7-498c-9460-dd94abceb155,2018-03-27 01:40:48 UTC,Other,,,,
92857,d095f9ec-c068-44ad-8f5d-7df8f9b76f25,2018-03-27 23:47:25 UTC,The course required more time than I realised,,,,
93043,0fde7775-2bfd-47c9-b4f6-5ebcb9e8af97,2018-03-28 08:12:46 UTC,The course required more time than I realised,2018-02-06 23:58:23 UTC,1.19,1,19
93482,e27a4416-2cbb-4170-93a1-0ca166acc2ca,2018-03-28 17:04:46 UTC,The course won’t help me reach my goals,,,,
93773,7b27a9ef-0acc-443a-85ea-be62f9e9dfdb,2018-03-29 08:22:58 UTC,The course wasn’t what I expected,,,,
94258,a49625b7-67b6-46d1-83ae-e30f977bb2a9,2018-03-29 17:04:44 UTC,The course won’t help me reach my goals,,,,
94581,b3913cde-b415-4ade-9d93-755d373eb80e,2018-03-30 03:41:03 UTC,The course wasn’t what I expected,,,,
94585,b3913cde-b415-4ade-9d93-755d373eb80e,2018-03-30 03:52:43 UTC,The course was too easy,,,,
94652,6106e875-c103-4c65-95fa-22209c6df58f,2018-03-30 07:49:56 UTC,Other,2018-03-22 20:38:48 UTC,3.20,3,20
94911,5c3502f2-2c55-43b2-8991-fb9bc22b2e7d,2018-03-30 15:21:14 UTC,The course won’t help me reach my goals,2018-03-24 14:24:21 UTC,1.7,1,7
95043,b2faf1c7-a7a4-442c-a3db-3113f0431754,2018-03-30 19:22:24 UTC,Other,2018-03-19 23:49:53 UTC,3.20,3,20
95243,c40bfaac-f931-431d-b9d1-e74c88753ef9,2018-03-31 06:22:39 UTC,I don’t have enough time,,,,
95587,a108b134-5dcc-4ac8-af09-0ccc78739457,2018-03-31 16:33:50 UTC,The course won’t help me reach my goals,,,,
95767,d237204a-736d-44b9-9fec-cd52dcfb26c8,2018-03-31 21:46:34 UTC,The course required more time than I realised,,,,
98655,7d1a4e7a-87f9-4a23-ac2f-ff4f70c60224,2018-04-03 12:10:09 UTC,The course won’t help me reach my goals,2018-02-06 18:27:34 UTC,2.22,2,22
98850,eb44a377-f02e-4a63-abb4-94023df7af5c,2018-04-03 13:56:39 UTC,I prefer not to say,2018-03-25 14:47:03 UTC,2.18,2,18
99303,23f943ca-f9ef-4d03-83e9-568728eb5944,2018-04-03 19:26:04 UTC,The course required more time than I realised,2018-02-27 13:50:54 UTC,1.13,1,13
99422,163ad4f6-878c-4062-a253-8e7d1c38a8cb,2018-04-03 21:28:53 UTC,The course wasn’t what I expected,2018-02-06 22:12:52 UTC,1.13,1,13
99966,5e80b0cf-e7cf-43e1-b461-bdfbebbb5b7a,2018-04-04 11:52:08 UTC,The course was too easy,2018-03-10 20:27:16 UTC,2.23,2,23
100102,ce251868-0c01-4351-a76e-0bf8700a9890,2018-04-04 14:38:08 UTC,The course won’t help me reach my goals,2018-03-23 14:04:20 UTC,2.4,2,4
100520,93204515-f231-4f4e-a732-4f1563fd0912,2018-04-04 22:31:02 UTC,The course required more time than I realised,2018-02-06 19:55:22 UTC,1.1,1,1
101205,0bb16dd8-ca69-495e-821d-ee1bc85f8e71,2018-04-05 16:29:47 UTC,Other,,,,
101685,a6259b41-5700-46fd-ac10-02ae486adcc5,2018-04-06 10:55:45 UTC,Other,2018-02-28 15:30:36 UTC,3.20,3,20
101691,d237204a-736d-44b9-9fec-cd52dcfb26c8,2018-04-06 10:57:37 UTC,The course wasn’t what I expected,,,,
101810,d237204a-736d-44b9-9fec-cd52dcfb26c8,2018-04-06 14:03:30 UTC,The course was too easy,,,,
101852,95d24cc7-356c-40fc-98d5-ca8bafe6fe1f,2018-04-06 14:55:13 UTC,The course was too hard,2018-03-04 11:16:45 UTC,1.1,1,1
102205,b4f95d38-3257-4694-8ce3-86b401f1a181,2018-04-07 06:50:18 UTC,The course was too hard,,,,
102569,11715730-6ebd-4c6e-a43c-8f7a937db5ef,2018-04-07 16:46:03 UTC,Other,2018-03-19 18:26:28 UTC,3.20,3,20
103878,11ed55d7-22e1-44e3-acbb-6e8172bd11ae,2018-04-09 07:52:22 UTC,The course was too hard,2018-03-08 06:10:15 UTC,1.2,1,2
104120,23708d1d-0556-4f7a-bb09-50ca9d0f7045,2018-04-09 11:56:10 UTC,Other,,,,
104190,dea16f7b-9a0b-4483-ad94-105ee9d0d942,2018-04-09 12:52:22 UTC,I don’t have enough time,2018-02-24 16:14:22 UTC,2.5,2,5
104682,75f9b54a-e80a-4b0c-a9d0-f53c9cd95d11,2018-04-09 21:25:43 UTC,I don’t have enough time,2018-02-28 22:47:16 UTC,1.2,1,2
104918,4174fccb-1888-4a6f-be70-826f3bc7426e,2018-04-10 08:49:03 UTC,The course required more time than I realised,2018-02-20 10:11:35 UTC,1.13,1,13
105066,5f57293d-5393-43ce-ab42-c0339aa6d99e,2018-04-10 11:56:10 UTC,I prefer not to say,2018-04-10 11:46:37 UTC,3.18,3,18
106338,5ce011aa-69f3-4c18-8bf1-bc1ed6931b1a,2018-04-12 20:24:56 UTC,I don’t have enough time,,,,
106642,ff2189d6-ae99-4c05-af10-73505cc6ff30,2018-04-13 14:50:26 UTC,I don’t have enough time,2018-03-05 13:55:18 UTC,1.4,1,4
106684,d6f4f699-93c2-4fe4-bbab-d09b9ca7fa3c,2018-04-13 15:58:37 UTC,I don’t have enough time,,,,
107288,990c8ad1-6f88-4e8d-b2c3-230e3fecdc10,2018-04-15 09:39:55 UTC,I don’t have enough time,2018-03-09 15:56:13 UTC,2.4,2,4
107399,6a3d66a5-a39b-45d3-bff0-f1a1637c9ff7,2018-04-15 13:35:49 UTC,I prefer not to say,,,,
107555,c395c645-fc26-41fe-8628-b12c2cae59d0,2018-04-15 20:21:50 UTC,I prefer not to say,,,,
107709,e1dfd283-bfdf-4c86-8418-526d1071b101,2018-04-16 04:40:14 UTC,I don’t have enough time,2018-03-12 15:21:25 UTC,1.3,1,3
107818,6ae8589e-9e36-4662-9efe-e2635465b6cc,2018-04-16 08:21:01 UTC,Other,2018-02-19 11:05:12 UTC,3.20,3,20
110051,b8b973ce-635e-4c08-ad78-9aa98dc80fe3,2018-04-19 18:43:15 UTC,I don’t have enough time,2018-03-05 08:57:05 UTC,3.20,3,20
