learner_id,step,week_number,step_number,first_visited_at,last_completed_at
119736ae-e3d3-4bcf-8d76-58d478e3851f,1.1,1,1,2018-06-11 11:00:37 UTC,2018-06-11 11:02:42 UTC
1ebf1f58-83df-4592-b065-8e707d9a8c90,1.1,1,1,2018-06-11 11:07:25 UTC,2018-06-11 11:12:17 UTC
14523a95-2d21-429a-8f88-edbdb5ec3a2a,1.1,1,1,2018-06-11 11:20:32 UTC,2018-06-11 11:21:34 UTC
7ad6ba0a-4e4e-4a71-814b-a6a600bdd888,1.1,1,1,2018-06-11 11:29:08 UTC,
fc77bbab-f359-4cbf-8f0b-679f4a300afb,1.1,1,1,2018-06-11 11:41:51 UTC,
435fefd4-29ee-4707-ba5a-f74f12130f19,1.1,1,1,2018-06-11 11:42:47 UTC,2018-06-11 11:50:09 UTC
5d6dfa29-3136-4889-ab53-3915f2ee23c2,1.1,1,1,2018-06-11 11:53:21 UTC,2018-06-11 11:55:23 UTC
5ee15ced-4f3d-4478-b0f6-c9169a4ecb35,1.1,1,1,2018-06-11 11:53:50 UTC,2018-07-06 10:21:04 UTC
af32d9be-d8a9-45bb-b1ff-79117c23ecd8,1.1,1,1,2018-06-11 11:55:22 UTC,2018-06-11 12:06:20 UTC
ab6d0e46-d67e-4aed-b9c5-048b3aa59950,1.1,1,1,2018-06-11 12:14:51 UTC,2018-06-11 12:19:25 UTC
fbaf9cf0-7257-45f2-ad22-205e6e23604e,1.1,1,1,2018-06-11 12:18:07 UTC,2018-06-11 12:20:01 UTC
b82ab03f-6cae-4e2d-be08-87de5bb828bf,1.1,1,1,2018-06-11 12:38:28 UTC,2018-06-11 12:40:45 UTC
d35b07cc-b730-4d84-be05-aa847c05696b,1.1,1,1,2018-06-11 12:38:46 UTC,
f0a37bd6-3231-44b0-97e0-4bd6ff71de1b,1.1,1,1,2018-06-11 12:42:00 UTC,2018-06-11 12:48:28 UTC
baf2bb82-728d-4bf5-88e1-9f2361eb8c78,1.1,1,1,2018-06-11 12:47:46 UTC,2018-06-11 12:49:41 UTC
d403f2ea-3bd9-429d-90a6-f5059eafa77a,1.1,1,1,2018-06-11 12:52:02 UTC,2018-06-25 19:43:05 UTC
7ab4c387-a711-422e-80ec-cfe942c45868,1.1,1,1,2018-06-11 12:52:42 UTC,2018-06-11 12:56:35 UTC
ddec0e5f-db35-4216-b8c5-7db7cac1b8e5,1.1,1,1,2018-06-11 13:02:37 UTC,2018-06-11 13:06:03 UTC
75073913-884b-41a2-aae1-b1457ac95b90,1.1,1,1,2018-06-11 13:20:57 UTC,2018-06-11 13:23:12 UTC
e1a77ce1-009b-440c-af34-7f81c6aa3082,1.1,1,1,2018-06-11 13:28:21 UTC,2018-06-11 13:30:06 UTC
97cca3c1-0c70-46be-9056-f3650af0adbb,1.1,1,1,2018-06-11 13:38:00 UTC,2018-06-11 13:44:33 UTC
db886d8c-f018-40df-a18e-bbc7c620e812,1.1,1,1,2018-06-11 13:48:31 UTC,2018-06-25 09:19:37 UTC
4e8d0d1f-039a-4072-ae5b-21635e3cdce7,1.1,1,1,2018-06-11 13:51:31 UTC,2018-06-11 13:53:28 UTC
d92133dc-2488-402c-8492-78e4c486b8be,1.1,1,1,2018-06-11 13:58:01 UTC,2018-06-11 14:04:16 UTC
27df5774-f896-4f93-af48-e878e296d2dd,1.1,1,1,2018-06-11 14:08:12 UTC,
4b7f44a3-8af0-4a6d-b8d5-f97396ae767a,1.1,1,1,2018-06-11 14:14:55 UTC,2018-06-11 14:23:04 UTC
f0f8ed86-e04a-46a1-a951-6e498294158e,1.1,1,1,2018-06-11 14:32:49 UTC,2018-06-11 14:35:56 UTC
8fb9ba76-b903-4615-843d-374343db6277,1.1,1,1,2018-06-11 14:41:10 UTC,2018-06-11 14:43:26 UTC
b12a3499-516a-4adb-aae9-686ed2b17d1c,1.1,1,1,2018-06-11 14:50:22 UTC,2018-06-11 14:53:17 UTC
39caf848-fa30-4b5c-8d84-2e8b120a6285,1.1,1,1,2018-06-11 14:56:49 UTC,2018-06-11 17:27:36 UTC
a977e064-eaa0-4427-8294-1d24c150291d,1.1,1,1,2018-06-11 15:21:38 UTC,2018-06-11 15:26:45 UTC
b8626e97-95c7-4a52-98b3-1562ca16e514,1.1,1,1,2018-06-11 15:26:08 UTC,2018-06-11 15:27:57 UTC
e46f9fde-f1f6-4268-bea9-24337743f322,1.1,1,1,2018-06-11 15:28:58 UTC,
40658a1b-9aca-4e07-b1d7-fee4098c02c0,1.1,1,1,2018-06-11 15:33:21 UTC,2018-06-11 15:36:03 UTC
ec8bb519-dfd7-4727-bc49-0a1cf78f4347,1.1,1,1,2018-06-11 15:41:32 UTC,2018-06-11 15:42:35 UTC
d11f5bbd-61f7-4fc4-a47f-c7a5183485ce,1.1,1,1,2018-06-11 15:44:20 UTC,2018-06-16 05:53:53 UTC
629fa94c-e6d8-466a-844d-c11547c7626a,1.1,1,1,2018-06-11 15:45:50 UTC,
79361af2-4a2c-4ccb-a5cc-271e5eeb235f,1.1,1,1,2018-06-11 15:53:28 UTC,2018-06-11 15:55:33 UTC
e81aa2a1-98eb-4012-80d5-ec74b3ac9492,1.1,1,1,2018-06-11 15:55:32 UTC,2018-06-11 19:28:35 UTC
4a781eed-b6e0-47c8-8c25-4746eef4243b,1.1,1,1,2018-06-11 15:56:48 UTC,2018-06-12 13:02:21 UTC
ff6c167b-1f3e-4f03-b294-860a9a80a3f4,1.1,1,1,2018-06-11 16:09:04 UTC,2018-06-11 16:29:51 UTC
01e6e1ce-91bb-473e-929e-114a8ee655a3,1.1,1,1,2018-06-11 16:21:47 UTC,2018-06-11 16:36:23 UTC
c9129586-c538-4900-9c0d-63b5472d1e35,1.1,1,1,2018-06-11 16:32:37 UTC,2018-06-11 16:47:35 UTC
ca9a41b8-2e9c-4c41-bb22-1b9ff064ff2e,1.1,1,1,2018-06-11 16:39:00 UTC,
f0126ace-7e1d-4b7b-a36c-7d6ae5ed0f95,1.1,1,1,2018-06-11 16:39:49 UTC,
9436af75-6e40-4dab-b054-0307fed389de,1.1,1,1,2018-06-11 16:50:06 UTC,2018-06-11 16:50:54 UTC
1c405b47-5066-4196-912f-bc00eb2759f9,1.1,1,1,2018-06-11 16:53:42 UTC,2018-07-02 11:15:10 UTC
7065cc03-6311-4b55-b081-607f0982850d,1.1,1,1,2018-06-11 16:56:51 UTC,2018-06-11 16:57:29 UTC
f3586cd5-495f-4a67-b35b-412299bfc983,1.1,1,1,2018-06-11 17:07:55 UTC,
7f7487cb-b15d-4f65-b7d5-3b20c879da31,1.1,1,1,2018-06-11 17:11:37 UTC,2018-06-11 17:15:58 UTC
c7bb1cfc-d86c-497d-83ed-b97a22b2b5a2,1.1,1,1,2018-06-11 17:19:26 UTC,
1e75bb4b-163a-4c1b-b511-d6bc8407c65c,1.1,1,1,2018-06-11 17:24:27 UTC,2018-06-11 18:02:03 UTC
6e0dea34-6fb2-4d1f-baf2-9cc8a19b71b8,1.1,1,1,2018-06-11 17:31:02 UTC,2018-06-17 02:09:49 UTC
d28d0f2e-df30-4eb1-b8c2-93f56ef4b4c4,1.1,1,1,2018-06-11 17:31:53 UTC,2018-06-11 17:34:20 UTC
2bd6c10f-a315-4b2b-a476-80fd74971a84,1.1,1,1,2018-06-11 17:36:02 UTC,
2c0e6128-e943-40eb-81fe-bab697332288,1.1,1,1,2018-06-11 17:37:20 UTC,
7904d022-c88e-4a2a-8b57-bd3cfd0470e3,1.1,1,1,2018-06-11 17:47:02 UTC,2018-06-11 17:48:58 UTC
fee7566e-9832-408b-9680-e5373a7262cf,1.1,1,1,2018-06-11 17:58:52 UTC,2018-06-12 12:58:02 UTC
7335c1ff-b0c2-4952-901b-6dd45784b084,1.1,1,1,2018-06-11 18:01:53 UTC,2018-06-11 18:02:26 UTC
d69d453c-029d-44a9-9b4f-66138b1c4630,1.1,1,1,2018-06-11 18:05:34 UTC,2018-06-18 07:48:25 UTC
1afade33-9cc9-444b-a6dd-8a8a625a7805,1.1,1,1,2018-06-11 18:12:36 UTC,2018-06-11 18:21:13 UTC
ba7457ed-c442-46f2-af6d-c8cc62d622a2,1.1,1,1,2018-06-11 19:04:30 UTC,2018-06-11 19:11:13 UTC
7c7a6065-e5b5-4623-94f2-34e43ac7ab36,1.1,1,1,2018-06-11 19:19:25 UTC,2018-06-11 19:21:38 UTC
5fa6e0cb-8e4a-4e2a-a010-652c689b7636,1.1,1,1,2018-06-11 19:24:23 UTC,
a46f7bec-516a-4a3b-b1c3-8e0d955dc4ad,1.1,1,1,2018-06-11 19:34:50 UTC,2018-06-11 19:38:31 UTC
51138f11-13e7-48f6-8836-b959187754f6,1.1,1,1,2018-06-11 19:39:58 UTC,2018-06-11 19:41:08 UTC
da06a4c0-1383-4288-bbeb-af1c28d2711a,1.1,1,1,2018-06-11 19:41:42 UTC,2018-06-12 01:54:51 UTC
bb3404c3-dea8-4e28-b6cb-3c5365c65e1a,1.1,1,1,2018-06-11 20:52:31 UTC,
ec37afcf-d99e-41c7-8d3d-e0bc53108573,1.1,1,1,2018-06-11 21:08:43 UTC,2018-06-11 21:12:48 UTC
a294dfc7-1751-4047-9033-0c85866d2c26,1.1,1,1,2018-06-11 21:17:22 UTC,2018-06-11 21:17:37 UTC
5245e2a3-d680-48fe-8147-c14b1e841048,1.1,1,1,2018-06-11 21:22:42 UTC,
0d733b1f-f0ea-4912-9ef1-871578f43064,1.1,1,1,2018-06-11 21:45:43 UTC,2018-06-11 21:51:18 UTC
61d8ea43-a700-4c5d-bda5-6aaaea121dca,1.1,1,1,2018-06-11 21:48:45 UTC,2018-06-11 21:55:20 UTC
866d70f8-f248-4180-952b-6267586e8d09,1.1,1,1,2018-06-11 22:06:49 UTC,2018-06-11 22:10:06 UTC
ce7d1e09-2267-4d1f-8029-3f1024c36345,1.1,1,1,2018-06-11 22:16:57 UTC,
4fc84df4-52df-4ce6-86e4-0946d869633d,1.1,1,1,2018-06-11 22:27:14 UTC,2018-06-11 22:59:42 UTC
9c3a49d2-2602-4167-bf82-9adee9975fa4,1.1,1,1,2018-06-11 22:46:14 UTC,2018-06-11 22:54:52 UTC
89a1c945-09fa-4319-bbcb-7c0e60c094cb,1.1,1,1,2018-06-11 23:22:15 UTC,2018-06-12 22:25:45 UTC
5d85c582-2452-4003-84f1-01333822103b,1.1,1,1,2018-06-12 00:54:07 UTC,
44b8c2ec-0ab3-483b-9739-d9de1c0f8e94,1.1,1,1,2018-06-12 00:55:04 UTC,
f8bcff08-3e13-4152-9dce-10ace9a2ab92,1.1,1,1,2018-06-12 01:39:34 UTC,2018-06-12 01:40:19 UTC
d7644e63-93bc-4194-aa6e-8d5933c80fc2,1.1,1,1,2018-06-12 01:41:02 UTC,
94acb83b-d516-49cc-b120-daf9f8401dcd,1.1,1,1,2018-06-12 02:16:42 UTC,2018-06-12 02:16:46 UTC
92bab455-f5c1-4988-8a31-751c9445fb34,1.1,1,1,2018-06-12 02:24:46 UTC,2018-06-12 02:26:03 UTC
e6539db9-21c6-4d42-a566-c151bb96db1e,1.1,1,1,2018-06-12 02:25:01 UTC,2018-06-12 02:28:36 UTC
25dba4e5-a1af-4905-a5f6-d2494cb4dc1d,1.1,1,1,2018-06-12 02:43:48 UTC,2018-06-12 02:46:33 UTC
3f5389d8-4b4d-43af-904e-cc32946a4845,1.1,1,1,2018-06-12 03:03:15 UTC,2018-06-12 03:06:02 UTC
9fbe0531-b4f1-44ab-ba3f-59e8135c852b,1.1,1,1,2018-06-12 04:25:08 UTC,
a6597b27-5ea4-4274-aea7-3148d86238da,1.1,1,1,2018-06-12 04:34:06 UTC,2018-06-12 04:51:15 UTC
ec5553c3-2148-4994-aa46-124edbb468bc,1.1,1,1,2018-06-12 04:38:52 UTC,2018-06-12 04:39:01 UTC
04b7fbc6-0326-43aa-b0f6-39f75668138b,1.1,1,1,2018-06-12 05:38:56 UTC,2018-06-12 05:39:26 UTC
89d30078-17b6-4246-b7fd-3ff6832c074b,1.1,1,1,2018-06-12 05:44:48 UTC,2018-06-12 05:45:20 UTC
e0377837-afbd-48bf-9eca-6464b0d3459e,1.1,1,1,2018-06-12 05:55:38 UTC,2018-06-12 06:04:35 UTC
2eb15556-1e46-4c78-8b26-a6b4c2579281,1.1,1,1,2018-06-12 05:59:47 UTC,2018-06-12 06:06:09 UTC
60f81ea1-d97f-4a5f-930b-52a8ba321b70,1.1,1,1,2018-06-12 06:10:50 UTC,2018-06-12 06:13:27 UTC
8c57594d-e484-40ed-a65f-35f927ddbbb5,1.1,1,1,2018-06-12 06:12:03 UTC,2018-06-19 03:51:35 UTC
d9b801d0-daca-4273-adb8-f093f0e0a677,1.1,1,1,2018-06-12 06:21:03 UTC,2018-06-12 06:21:39 UTC
93032ba4-86a3-4c5c-848a-e8ff9e791952,1.1,1,1,2018-06-12 06:22:34 UTC,
0fa26e3d-e7ed-4969-8203-5b920e2f0123,1.1,1,1,2018-06-12 06:28:21 UTC,2018-06-12 06:32:47 UTC
2e5034e7-1560-4e3c-95df-10b6ebd9c7c4,1.1,1,1,2018-06-12 06:33:21 UTC,
e7834a7f-7284-4b18-8fe8-3d217cf20ea6,1.1,1,1,2018-06-12 06:43:21 UTC,2018-06-12 06:49:36 UTC
3e8bfaff-dd0e-4a4b-9588-f1e3b9d39a33,1.1,1,1,2018-06-12 07:37:52 UTC,
296bb7c3-d052-443f-801e-f93b4fa5d6cb,1.1,1,1,2018-06-12 07:45:09 UTC,2018-06-12 07:50:58 UTC
6dc88d4d-a281-4a4c-9467-426d2814aa9b,1.1,1,1,2018-06-12 08:00:52 UTC,2018-06-12 08:06:01 UTC
6bc63ce2-a55c-4993-9bcf-6b95a3e2c571,1.1,1,1,2018-06-12 08:22:06 UTC,2018-06-12 08:23:00 UTC
e9f93abe-84fb-48ed-b679-92f373e1a71e,1.1,1,1,2018-06-12 08:25:08 UTC,
cac385f3-41bc-44e0-ab16-e72a6273e57e,1.1,1,1,2018-06-12 08:26:52 UTC,2018-06-12 08:31:46 UTC
77a10826-6e31-42fb-999c-424e2604e2a9,1.1,1,1,2018-06-12 08:29:47 UTC,2018-06-12 08:32:49 UTC
d81af393-d66e-4683-b645-59edbf6c4fb7,1.1,1,1,2018-06-12 08:30:39 UTC,2018-06-12 08:31:32 UTC
c45d244a-4082-4ce6-b4f8-9b5c7fddb2ee,1.1,1,1,2018-06-12 08:31:29 UTC,2018-06-12 08:33:32 UTC
dc9ebff7-461b-455f-8952-0c8c77bcfa64,1.1,1,1,2018-06-12 08:51:02 UTC,
f924f860-433b-44e5-a805-98a48bd63a39,1.1,1,1,2018-06-12 08:52:29 UTC,2018-06-12 08:55:16 UTC
cd32de50-70e7-4eff-aa55-c1214715c487,1.1,1,1,2018-06-12 09:00:32 UTC,
d76dfb64-67a0-4169-ac69-156c879b055d,1.1,1,1,2018-06-12 09:20:20 UTC,2018-06-12 09:21:14 UTC
4088c9cc-93c0-40cf-9f86-85365d2c2e26,1.1,1,1,2018-06-12 09:37:37 UTC,
22da0d6e-435e-4cd6-880c-1cb9e683d8ad,1.1,1,1,2018-06-12 09:56:40 UTC,2018-06-12 10:45:12 UTC
22bac070-6a3b-43d8-9f2c-0544bd1462eb,1.1,1,1,2018-06-12 10:04:10 UTC,
dc7ead77-667c-4a0b-a0a6-9bab5d1e6a95,1.1,1,1,2018-06-12 10:23:12 UTC,2018-06-12 10:23:40 UTC
084cebb0-e9c7-48ac-84a5-661de1444849,1.1,1,1,2018-06-12 10:57:09 UTC,2018-06-12 11:00:53 UTC
9df05fad-92f7-4492-bc8e-3e749d2c673a,1.1,1,1,2018-06-12 11:00:07 UTC,2018-06-12 11:04:25 UTC
785199ff-9e5a-490a-95fd-987699ebd161,1.1,1,1,2018-06-12 11:05:42 UTC,
c2420689-1501-4f32-b688-b4236cef7306,1.1,1,1,2018-06-12 11:23:12 UTC,
64732381-2b74-4e86-85c1-8f575623758d,1.1,1,1,2018-06-12 11:37:57 UTC,2018-06-12 11:44:27 UTC
d771c0b7-5c35-40be-a2e9-7add07bea41a,1.1,1,1,2018-06-12 12:02:29 UTC,2018-06-12 12:04:28 UTC
9993d717-addc-4ac3-8209-aea54f4e75a9,1.1,1,1,2018-06-12 12:06:20 UTC,2018-06-12 12:08:43 UTC
a501ae24-761a-4fea-a85e-f2c9064e6a79,1.1,1,1,2018-06-12 12:10:15 UTC,
00bc127a-4f7c-4bab-b82b-40186a6d35a7,1.1,1,1,2018-06-12 12:15:51 UTC,2018-06-12 12:18:22 UTC
9fe4392a-fa10-441e-b8c7-6b844bfb14fa,1.1,1,1,2018-06-12 12:24:51 UTC,2018-06-19 13:26:18 UTC
7f87d554-6eb7-4d44-8515-095dd4f48207,1.1,1,1,2018-06-12 12:32:59 UTC,2018-07-10 12:16:23 UTC
1c8ba896-2545-424e-8ccd-9f49aa5b15ff,1.1,1,1,2018-06-12 12:35:27 UTC,2018-06-12 12:35:51 UTC
9e1b30b1-55eb-4514-9952-6b32a31437f2,1.1,1,1,2018-06-12 12:56:00 UTC,2018-06-18 12:57:14 UTC
6e8e0396-05e2-49f5-b9df-08f936d32a83,1.1,1,1,2018-06-12 13:19:41 UTC,2018-06-12 13:23:32 UTC
cdea8626-0a64-4e0e-89fe-da2a6df1311e,1.1,1,1,2018-06-12 13:45:15 UTC,
d6b689d7-a9a0-44a0-a53f-b0e42c9727d5,1.1,1,1,2018-06-12 13:50:14 UTC,
44264bac-3b59-4192-8253-1fc2f111da9f,1.1,1,1,2018-06-12 13:50:58 UTC,
66529e03-7149-4e42-86ae-274ebd2c6df2,1.1,1,1,2018-06-12 13:52:06 UTC,
2b1a167b-7c0b-49c2-a0cf-dbc9056574fa,1.1,1,1,2018-06-12 13:55:05 UTC,2018-06-12 13:57:33 UTC
7f4d727e-8a43-4f98-83cd-405156dba897,1.1,1,1,2018-06-12 13:57:57 UTC,2018-06-12 14:01:19 UTC
11aa38b6-b186-492a-9145-48e5a8fbf4b1,1.1,1,1,2018-06-12 14:02:13 UTC,2018-06-12 14:04:53 UTC
b3ecb369-1402-4dbf-b3da-4cee6af4884d,1.1,1,1,2018-06-12 14:20:45 UTC,
d06a94f5-b3c9-4c28-9b27-f42730e0878c,1.1,1,1,2018-06-12 14:22:15 UTC,2018-06-18 18:20:01 UTC
d68b5f19-2974-4f7c-9300-bd8e6fa9c4f7,1.1,1,1,2018-06-12 14:28:00 UTC,
4f5a4cd9-d747-4b4c-ab11-a101190dc01b,1.1,1,1,2018-06-12 14:29:03 UTC,
7e439d61-4fac-489c-9e7c-5de4edb4d26d,1.1,1,1,2018-06-12 14:57:01 UTC,2018-06-12 14:57:57 UTC
e20e0dc0-7cf7-4e77-a5b9-b92badcb0fa1,1.1,1,1,2018-06-12 15:18:50 UTC,2018-06-12 15:18:57 UTC
20649466-2a8d-4dd0-af5a-2b70b081edf0,1.1,1,1,2018-06-12 15:33:12 UTC,2018-06-12 15:38:33 UTC
289057f4-7f72-4f95-8c54-e6d9901dea9d,1.1,1,1,2018-06-12 15:55:10 UTC,2018-06-12 16:00:32 UTC
4a7796de-cf31-4f43-a6b3-00f3e6d32713,1.1,1,1,2018-06-12 16:14:10 UTC,2018-06-12 16:21:31 UTC
c401e961-1258-4832-a583-dca182ab7f9a,1.1,1,1,2018-06-12 16:40:47 UTC,
378d6c33-1f48-40ea-b30f-2c87e42a0c13,1.1,1,1,2018-06-12 17:14:08 UTC,
e377acaf-497e-4225-a721-4b8d95d1cbf7,1.1,1,1,2018-06-12 17:37:39 UTC,
aabedcba-5d11-4e14-aede-4ef64cf87f65,1.1,1,1,2018-06-12 18:11:32 UTC,2018-06-12 18:15:09 UTC
07faa25f-8169-47fb-b179-b2f029334fae,1.1,1,1,2018-06-12 19:02:18 UTC,
70a88ea8-a95d-4420-9f7f-961b08bdf77d,1.1,1,1,2018-06-12 19:06:12 UTC,2018-06-12 19:08:34 UTC
b64b4a51-6e41-480e-8c18-54822d3e5515,1.1,1,1,2018-06-12 19:29:36 UTC,2018-06-18 12:12:54 UTC
69ed358d-c5e5-4f44-a2bf-891ce22b90de,1.1,1,1,2018-06-12 19:37:07 UTC,2018-06-13 15:57:10 UTC
9a9d34e4-bc5b-44bb-8dcc-6fe1e743b0f3,1.1,1,1,2018-06-12 19:46:23 UTC,2018-06-12 19:50:13 UTC
816d88f9-c272-4302-93a0-e77455f714be,1.1,1,1,2018-06-12 20:18:48 UTC,
